ff605d13-60d8-4872-b755-3e93c8fbf174,1221 Cabernet Cuvee 6/750 ml,1916,18,14020,Белое Каберне,94
8168077b-f285-4ca2-87b4-735c95ccae5b,1221 Fleur de Lys 6/750 ml,1945,10,36698,Столовое Санджовезе,73
2cd4f5b2-825d-44b8-bf40-d58c4ccf3674,1805 Chardonnay 750 ml,1911,13,17260,Игристое Санджовезе,65
6fb89a1e-f4df-4476-85b3-63da903999f3,1805 Merlot 750 ml,1906,14,15284,Араматное Гарнача,78
0a08cca9-8491-44fd-b63a-16432955aea5,1805 Riesling 750 ml,1805,13,9741,Красное Гарнача,64
91c9dc36-bb3e-4e14-88fb-f5c3f6022832,20/20 Banana Red 750 ml,1925,20,34525,Белое Каберне,38
a68ac100-b5ef-4254-9c9a-e88cdabbbe67,20/20 Blue Raspberry 750,1873,19,42748,Белое Санджовезе,56
bdbe678b-0b29-4f8f-bc6d-211161920448,20/20 Electric Melon 750,1767,14,6010,Десертное Зинфандель,98
01a0a1bf-2837-4624-9f52-e602f1d60cce,20/20 Orange Jubilee 750,1753,11,37287,Столовое Гарнача,54
12716fee-c665-49c9-9479-a4ae4bae59ac,20/20 Peaches & Cream 750,1763,16,21642,Десертное Сухое,17
4ea24d7c-5eba-447d-a40e-c2e1a0373c37,20/20 Red Grape 375,1912,10,15480,Араматное Мальбек,81
1cf1ad8b-4aec-4efd-b00e-aa3f06a7f7a6,20/20 Red Grape 750,1879,22,45109,Полнотелое Гарнача,80
2bd2769a-76db-40a3-8ecc-974327aaadc0,9 Mile Road Cabernet Sauvignon 750 ml,1834,15,10439,Полнотелое Карменер,65
58cafcf4-0bf3-451e-a2b6-4c1fa1ae7776,9 Mile Road Shiraz 750 ml,1834,10,27265,Розовое Карменер,90
dc5a77c4-4bc6-4456-9f28-35734178cd23,9 Walks Sauvignon Blanc 750,1761,15,27598,Красное Неббиоло,29
a1d61d1b-0cbf-4444-b97c-eb1c16fcd929,Absopure Spring Water 1.0,1880,11,31801,Розовое Гарнача,63
bb324dd7-4e4d-4d8d-a5be-559151a66b65,Absopure Spring Water 24/16.9oz,1962,16,36379,Десертное Санджовезе,40
8608ccbd-b582-4ee6-bcfa-8e9a1c5660ca,Absopure Spring Water 24/25oz,1817,14,18649,Игристое Каберне,16
81bf2bb1-24d7-459c-bbbc-69b99111f293,Accattoli Verdicchio di Matelica 12/750 ml,1865,9,41889,Араматное Неббиоло,57
10d2a740-f125-423c-ba28-ab8a8ce04cff,Aecht Schlenkerla Rauchbier Urbock 20/500,1793,9,20979,Розовое Карменер,12
681551f0-6f9a-4c23-b584-f2d0df5a11d4,Aecht Schlenkerla Rauchbier Weizen 20/500,1895,19,15054,Розовое Сладкое,87
9f824bd1-ba1e-4232-a0db-8172d471dae2,Affligem 950 12/750 ml,1862,16,8591,Красное Шираз,15
4cf6d07f-2735-4f35-bc8d-278d1ff91ce7,Affligem Blond Belgian Ale 20 lit bbl,1796,10,45633,Полнотелое Каберне,32
cad68d2d-deb2-4d0d-aa9f-82b8906229c2,Affligem Blond Belgian Ale 8/3/10.1 oz,1799,10,16812,Красное Карменер,61
c1c14e2c-f9c0-4a96-a820-f3693f6c4181,Affligem Dubbel 12/750 ml,1890,11,11680,Розовое Неббиоло,87
8bc4e4bd-faae-474e-95e7-808322b6666f,Affligem Noel 20 lit bbl,1964,20,407,Десертное Зинфандель,77
6cbf6cb2-aeb9-48ce-b723-89775664283f,Agoston Garnacha-Syrah 750ml,1757,14,32981,Столовое Гарнача,47
c00342f8-59cb-4dfd-a7f4-50387ecd1a2a,Alamos Cabernet Sauvignon 750,1857,18,31366,Полнотелое Темпранильо,29
56c30bf0-743c-4f17-bf9b-2e7a03114066,Alamos Chardonnay 750,1815,11,48420,Полнотелое Зинфандель,35
b25b797b-cc62-46fa-892a-8b0975cac45e,Alamos Malbec 750,1919,11,32734,Игристое Неббиоло,70
de8462ce-6bc0-4568-83a4-bdb4750a311d,Alamos Red Blend 750 ml,2017,15,45254,Розовое Мерло,96
8bd461e3-10ea-430e-beaf-d8518a414301,Alamos Selection Malbec 750 ml,1761,15,48433,Полнотелое Карменер,22
162b9ac2-b3ca-4201-96eb-2adcd7933e38,Alamos Torrontes 750,1941,20,21422,Полнотелое Темпранильо,34
a5b565c5-3cb1-4dd5-a070-f5e9fed8ebbd,Albardiales Tempranillo 750 ml,1901,10,7629,Полнотелое Мальбек,17
6a817e3a-f2de-47e6-9032-efe3e64e2db8,Alcanta Barrica Monastrell 750 ml,1877,22,25775,Столовое Санджовезе,15
9adee454-b89c-4948-bcf1-0d8ababd905b,Alcanta Moscato 6/750 ml,1860,14,1400,Столовое Гарнача,69
404e59b2-e27f-419e-9134-12fd4a2a8746,Aldaris "Porteris" Latvian Porter 20/16.9oz,1841,12,26815,Игристое Шираз,94
b15fb71e-6c04-4f6f-abd4-ff466196bcc2,Alden Wood Chardonnay 20 lit bbl,1804,12,1600,Араматное Мерло,54
4e5309ea-5ce0-4551-9536-e42b48584101,Alfa Greek Beer 4/6/12 oz,2008,17,24255,Красное Сухое,83
360bf323-4293-4051-b232-66254b86ba38,Alhambra Negra 4/6/11.2oz,1877,17,39888,Десертное Шираз,59
f56d262d-80c2-4761-9693-42dd86ab29f3,Alice White Chardonnay 500 tetra,1885,17,49867,Араматное Мальбек,12
febbbffe-08cc-4efd-8d34-3f8b2dc10245,Alice White Chardonnay 750,1838,20,18578,Белое Каберне,44
47df186b-2c01-4f83-817a-92629912ab4d,Alice White Lexia Moscato 750,1829,16,34269,Полнотелое Сухое,40
78ab752a-4dd5-43c4-b896-e15950d21109,Alma Negra Bonarda Malbec 750 ml,1919,20,4602,Десертное Карменер,20
07408868-9f56-4ec5-82ce-b1903a3867b8,Almaden Cabernet Sauvignon 5.0,1760,19,29451,Полнотелое Каберне,92
d82df38b-8da1-49f2-a128-0b8227590020,Almaden California Chardonnay 5.0,1773,19,6723,Полнотелое Карменер,53
aba323c0-2519-46ff-9760-3d2ae54ca42f,Almaden Heritage Moscato 5.0 lt,1966,9,12457,Столовое Зинфандель,88
13638db0-956b-4b2b-8f18-8c047f0537be,Almaden Heritage Pinot Grigio 5.0 lt,1888,17,15634,Красное Неббиоло,82
9ff3430f-bae3-4af9-b377-4ef7c76a4b3e,Almaden Merlot 5.0,1891,13,47569,Столовое Неббиоло,33
68f8a8c4-8c30-4afa-adfa-17e840ccc0b4,Almaden Mtn Rhine 5.0,2000,21,23082,Розовое Неббиоло,87
5aafb129-71ca-4871-a1c5-f7f3bbd05732,Almaden Pinot Noir 5.0,1831,10,27642,Игристое Санджовезе,15
e5510dcb-90cf-4fc4-97ab-4c0d800f95ac,Almaden White Zinfandel 5.0,2022,10,10627,Полнотелое Зинфандель,32
7d935410-9225-4e8c-b078-10d7c01f0f12,Alo Juice Mango 20/16.9 oz,1796,21,3786,Араматное Темпранильо,34
ce02e915-71b5-47f4-a8d4-6e130e8cfb0e,Alo Juice Original 20/16.9 oz,1890,22,1390,Игристое Мальбек,57
1727985f-5464-46a4-bc73-552facebb022,Alo Juice Pineapple 20/16.9 oz,1875,9,45465,Столовое Карменер,95
e3cf62ba-080d-4b62-8be5-eafe6c47e3ea,Alo Juice Pomegranate 20/16.9 oz,1932,11,19333,Белое Сладкое,63
c1809372-aac7-478b-aa94-cefff647d6e0,Alo Juice Raspberry 20/16.9 oz,1921,17,15497,Красное Темпранильо,34
a66a129b-47c5-4052-be04-994fc743098a,Amstel Holland Light Beer 2/12pk,1942,21,39957,Игристое Санджовезе,63
905d4778-bb2f-4328-b183-9d974da88c4d,Amstel Holland Light Beer 4/6pk,1864,12,32703,Полнотелое Зинфандель,47
79adeba1-5779-442e-95a6-f121d19fb093,Amstel Holland Light Beer 50 lt bbl,1966,9,28909,Полнотелое Неббиоло,64
81051f70-3b09-476c-92bb-1e4a9feb57ae,Amstel Holland Radler 4/6/12 oz,1865,12,8514,Столовое Гарнача,87
7c70017e-9909-43e5-853d-9121c28f0ebf,Amstel Holland Radler CANS 2/12/12 oz,1888,13,32634,Красное Шираз,99
3cba4380-7b7e-45d4-9c87-a1520b3c38a3,Amstel Light Cans Fridge Pack 2/12pk,1966,11,17422,Столовое Каберне,86
16684a7c-929e-420b-99ce-dcd22f042056,Anderra Cabernet Sauvignon 750 ml,1920,13,26536,Белое Каберне,46
8dc125ee-d6e2-4773-8291-fdf0e472bf50,Anderra Carmenere 750 ml,1765,20,36820,Араматное Гарнача,44
5a3bef4e-3830-4060-af2a-308ef757d329,Anderra Sauvingnon Blanc 750 ml,1953,16,43582,Розовое Санджовезе,35
2eeab744-7d02-4f90-a2fc-05db64eb0c5b,Anderson's Conn Valley Prologue 750 ml,1753,9,25912,Розовое Карменер,57
9ab678cd-c6fe-42d9-bc05-a868397ffd75,Andre' Blush Champagne 750 ml,1882,19,11118,Розовое Темпранильо,37
ded43b1d-7005-47f0-b090-ad912930cdaf,Andre' Brut 750,1753,17,40595,Столовое Неббиоло,26
3fb409a0-729e-4ade-9d18-60c2f1385d8b,Andre' Cold Duck 750,1909,19,22506,Красное Зинфандель,74
97b5d7b3-ba10-4536-80b0-1b441bbacaa2,Andre' Dry Champagne 750,1930,18,14095,Розовое Шираз,44
feb697ac-570d-4fb6-b97d-c6e30482dc93,Andre Lurton Chateau Bonnet Red 750,1786,17,15116,Полнотелое Карменер,65
623371a3-31e7-435d-b924-6235d0fabd22,Andre' Moscato 750 ml,1788,18,1799,Белое Каберне,14
056bd3b5-e053-4e3b-91c5-5117e7db4d8f,Andre' Peach Moscato 750 ml,2007,14,45912,Игристое Темпранильо,20
ef87836c-8654-41e0-83f1-24b2236833e9,Andre' Pink Moscato 750 ml,1775,22,4160,Игристое Сладкое,71
0be3a29f-81c4-468b-b114-d8dd52ff45e5,Andre' Spumante 750,1951,12,23301,Полнотелое Зинфандель,97
124e0415-9891-4284-ac81-43e626cc7e25,Andre' Strawberry Moscato 750 ml,1847,18,11626,Столовое Каберне,70
4eb27810-e699-4287-950d-980bd5eed2d1,Angostura Bitters 12/200ml,1875,13,32904,Полнотелое Каберне,46
e21253e8-8072-4742-b841-a7e0551f7e0a,Angostura Bitters 12/4oz,1811,9,47222,Десертное Каберне,97
9502b93a-16e5-4a97-bca5-80bd5c6e23ff,Angostura Orange Bitters 12/4 oz,1785,10,2102,Белое Неббиоло,48
b205c17d-fc4d-459b-807e-9c1d7fa880a8,Antica Enotria Nero di Troia 12/750 ml,1909,9,34064,Игристое Сухое,99
5fccb105-c072-4257-afae-74c8b3cd888b,Antigal Uno Cabernet Sauvignon 12/750,1957,15,20159,Араматное Шираз,42
199c6dda-d3dc-4e81-9009-bdbae1f689f8,Antigal Uno Cabernet Sauvignon 12/750 WOODEN CASE,1948,19,7807,Полнотелое Карменер,72
b2aba514-0e29-4f4e-a5a4-0376ed9708c1,Antigal Uno Malbec 12/375 ml,1827,11,35989,Белое Темпранильо,53
156483e3-4861-45db-848e-36122a7ca5f5,Antigal Uno Malbec 12/750,1870,11,548,Араматное Зинфандель,43
0aa428ce-5f26-46b8-820d-1cc714d17453,Antigal Uno Malbec 12/750 WOODEN CASE,1864,19,11148,Красное Сухое,67
7081ed3c-3382-4db7-ba16-4aeabc6b586b,Apelia Dry Rose' 750,1961,13,5151,Игристое Карменер,25
0cb096fa-4251-486b-8119-755959a967cf,Apothic CA Dark LR 750 ml,1839,15,32682,Игристое Сладкое,64
7d5211cf-4e63-4fb2-8872-13a806c396e6,Apothic CA Red 750,1832,17,8580,Полнотелое Зинфандель,87
a53944a6-13bf-4b93-b993-649394d02819,Apothic CA Rose 750 ml,1806,13,15270,Розовое Гарнача,51
67358ce8-f56d-4141-ab51-28e94ba2bbcd,Apothic CA White 750,1766,9,22536,Белое Карменер,33
79a89010-5e49-4e86-958e-87ab7b588e1f,Apothic Crush 750 ml,1790,9,29643,Красное Санджовезе,100
c40e01e0-3744-4b1a-bb88-4678d2f0ab1d,Aqua Hydrate Water 1.0 lit,1757,14,1164,Белое Санджовезе,66
7be545ce-c3cc-4842-92c8-dda34cf10c96,Aqua Hydrate Water 500ml,1907,10,7225,Розовое Санджовезе,26
1dc0835d-ba0c-4a72-802a-7d80de741f3e,Aqua Hydrate Water 700ml Sports Top,1911,17,49177,Белое Каберне,73
7c894703-7a48-4d9a-9be4-956311d48f29,Arabella Shiraz 750 ml,1839,12,9010,Араматное Мальбек,84
5f016652-94b4-4272-81e8-2c9efd5d1c39,Arbor Mist Blackberry Merlot 1.5,1756,19,33196,Белое Неббиоло,26
c74b1938-672f-45f3-b765-fe8863d9afa1,Arbor Mist Blackberry Merlot 750,2008,18,22816,Белое Шираз,97
4ac02eba-3762-4613-b38c-361fcffe1e83,Arbor Mist Cherry Moscato 1.5 lit,1910,9,2115,Столовое Зинфандель,77
